node_1|node_2|edge|chunk_id
paddyfield pipit|compact|The Paddyfield Pipit is relatively compact compared to Blyth’s and Richard’s Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|distinct eyebrow|The Paddyfield Pipit has a more distinct eyebrow compared to Blyth’s and Richard’s Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|fainter or no streaking on the back of the neck|The Paddyfield Pipit has fainter or no streaking on the back of its neck compared to Blyth’s and Richard’s Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|larger head|The Paddyfield Pipit has a larger head compared to Blyth’s and Richard’s Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|shorter tail|The Paddyfield Pipit has a shorter tail compared to Blyth’s and Richard’s Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|call notes|Call notes are not provided in the context for the Paddyfield Pipit.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|song|Song is not provided in the context for the Paddyfield Pipit.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|habitat|Habitat is not provided in the context for the Paddyfield Pipit.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|behavior|Behavior is not provided in the context for the Paddyfield Pipit.|c3de996ae930495bad44f5ec9b714e4e
brown-headed barbet|species|The Brown-headed Barbet is a species of bird.|03734df12ef2487b811516ac2a0d1b5a
green|color of bird|The Brown-headed Barbet has green wings.|03734df12ef2487b811516ac2a0d1b5a
brown|color of bird|The Brown-headed Barbet has a brown head and breast.|03734df12ef2487b811516ac2a0d1b5a
pale streaks|feature of bird|The Brown-headed Barbet has prominent pale streaks on its brown head and breast.|03734df12ef2487b811516ac2a0d1b5a
brown throat|feature of bird|The Brown-headed Barbet has a brown throat.|03734df12ef2487b811516ac2a0d1b5a
green wings with white speckling|feature of bird|The white speckling on the shoulders of the Brown-headed Barbet is characteristic and can be seen on its green wings.|03734df12ef2487b811516ac2a0d1b5a
brown-yellow bill|feature of bird|The Brown-headed Barbet has a brown-yellow bill that turns orange-red when breeding.|03734df12ef2487b811516ac2a0d1b5a
immature|stage of bird|The immature Brown-headed Barbet is similar to the mature one but duller.|03734df12ef2487b811516ac2a0d1b5a
dull yellow facial skin|feature of bird|The large area of dull yellow facial skin on the Brown-headed Barbet is characteristic.|03734df12ef2487b811516ac2a0d1b5a
kutrook-kutrook-kutrook|call of bird|The most common call of the Brown-headed Barbet is similar to 'kutrook-kutrook-kutrook', but it is more mellow, sonorous, and less sharp sounding.|03734df12ef2487b811516ac2a0d1b5a
white-cheeked barbet|other species of barbet|The call of the Brown-headed Barbet is similar to the White-cheeked Barbet’s call.|03734df12ef2487b811516ac2a0d1b5a
drier woodlands|habitat preference|The Brown-headed Barbet generally prefers drier woodlands compared to the White-cheeked Barbet.|03734df12ef2487b811516ac2a0d1b5a
gray wagtail|breeding male|The breeding male of the Gray Wagtail has a black throat and mostly yellow underparts.|ec38a81a279a48abba154a45a0a5ba38
gray wagtail|breeding female|The breeding female of the Gray Wagtail often has some dark on the throat, paler yellow underparts.|ec38a81a279a48abba154a45a0a5ba38
plumage|gray head and back|All plumages of the Gray Wagtail have gray head and back.|ec38a81a279a48abba154a45a0a5ba38
plumage|whitish eyebrow|All plumages of the Gray Wagtail have a whitish eyebrow.|ec38a81a279a48abba154a45a0a5ba38
plumage|bright yellow belly and vent|All plumages of the Gray Wagtail have bright yellow belly and vent.|ec38a81a279a48abba154a45a0a5ba38
habitat|flowing water with nearby rocks or surrogate rocky habitat|The Gray Wagtail is often near flowing water with nearby rocks or surrogate rocky habitat, from mountain streams to weirs in suburban parklands.|ec38a81a279a48abba154a45a0a5ba38
habitat|mountain streams|The Gray Wagtail can be found near mountain streams.|ec38a81a279a48abba154a45a0a5ba38
habitat|suburban parklands|The Gray Wagtail can also be found in suburban parklands.|ec38a81a279a48abba154a45a0a5ba38
behavior|walks quietly along shorelines or in nearby open areas|The Gray Wagtail walks quietly along shorelines or in nearby open areas.|ec38a81a279a48abba154a45a0a5ba38
behavior|pumps its very long, white-sided tail up and down|When walking, the Gray Wagtail pumps its very long, white-sided tail up and down.|ec38a81a279a48abba154a45a0a5ba38
song|repetitive series of high-pitched notes|The song of the Gray Wagtail is a repetitive series of high-pitched notes.|ec38a81a279a48abba154a45a0a5ba38
calls|short, high ‘pseet'|The calls of the Gray Wagtail include short, high ‘pseet'.|ec38a81a279a48abba154a45a0a5ba38
calls|buzzy flight calls|The Gray Wagtail also makes buzzier flight calls.|ec38a81a279a48abba154a45a0a5ba38
barn owl|medium-sized owl|The Barn Owl is a medium-sized owl.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|heart-shaped facial disc|The Barn Owl has a heart-shaped facial disc.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|deep dark eyes|The Barn Owl has deep dark eyes.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|tyto owl|The Barn Owl is the only Tyto owl present throughout much of its range.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|white-and-black speckling on the upperparts|The Barn Owl varies across a wide global range, but always note white-and-black speckling on its upperparts.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|gray-and-tawny wings|The Barn Owl has beautiful gray-and-tawny wings.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|large round head|The Barn Owl has a large round head.|525cf842f6da48bbac5cbe47315a3e8a
color of the facial disc and underparts|varies from pure white to rusty orange|The color of the facial disc and underparts of the Barn Owl varies from pure white to rusty orange.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|primarily rodents|The Barn Owl hunts primarily rodents in open areas by night.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|slow and buoyant flight|The Barn Owl forages with a slow and buoyant flight.|525cf842f6da48bbac5cbe47315a3e8a
day|roosts in old buildings, tree hollows, caves, and nest boxes|The Barn Owl roosts in old buildings, tree hollows, caves, and nest boxes by day.|525cf842f6da48bbac5cbe47315a3e8a
barn owl|bone-chilling, rising shriek|The call of the Barn Owl is a bone-chilling, rising shriek.|525cf842f6da48bbac5cbe47315a3e8a
yellow-wattled lapwing|species|The Yellow-wattled Lapwing is a species of bird.|a5d8944eebdf453785ae4bbec9ba0309
elegantly long-winged brown lapwing|description|The Yellow-wattled Lapwing is elegantly long-winged and has a brown body.|a5d8944eebdf453785ae4bbec9ba0309
breeding adult|appearance|A breeding adult of the Yellow-wattled Lapwing has a clean black cap, bright yellow facial wattles, and a white belly.|a5d8944eebdf453785ae4bbec9ba0309
non-breeding adults and juveniles|appearance|Non-breeding adults and juveniles of the Yellow-wattled Lapwing are more mottled overall and lack a solid black cap.|a5d8944eebdf453785ae4bbec9ba0309
white belly|appearance|A breeding adult of the Yellow-wattled Lapwing has a white belly.|a5d8944eebdf453785ae4bbec9ba0309
contrasting wing and tail pattern|flight characteristics|The note contrasting wing and tail pattern is noticeable when the Yellow-wattled Lapwing is in flight.|a5d8944eebdf453785ae4bbec9ba0309
dry open areas|habitat|The Yellow-wattled Lapwing prefers dry open areas.|a5d8944eebdf453785ae4bbec9ba0309
away from water|habitat|The Yellow-wattled Lapwing often chooses habitats that are well away from water.|a5d8944eebdf453785ae4bbec9ba0309
tern-like call|vocalization|The Yellow-wattled Lapwing gives a loud rasping tern-like call.|a5d8944eebdf453785ae4bbec9ba0309
loud ‘cheeeee’it' in alarm|vocalization|In alarm, the Yellow-wattled Lapwing makes a loud ‘cheeeee’it' sound.|a5d8944eebdf453785ae4bbec9ba0309
generally not as noisy as other lapwings|behavior|Compared to other lapwings, the Yellow-wattled Lapwing is generally not as noisy.|a5d8944eebdf453785ae4bbec9ba0309
asian koel|large cuckoo|The Asian Koel is a type of large cuckoo.|c7c2e35ced864e8a98d73066a5b35ab3
asian koel|distinctive|The Asian Koel is distinctive in all plumages.|c7c2e35ced864e8a98d73066a5b35ab3
asian koel|secretive|The Asian Koel keeps to the interior of dense trees and is secretive.|c7c2e35ced864e8a98d73066a5b35ab3
asian koel|inhabitant|The Asian Koel can be found in many habitats, including inner cities and fields.|c7c2e35ced864e8a98d73066a5b35ab3
adult males asian koel|glossy black|Adult male Asian Koels are glossy black.|c7c2e35ced864e8a98d73066a5b35ab3
adult males asian koel|dull lime-green bill|The bills of adult male Asian Koels are dull lime-green.|c7c2e35ced864e8a98d73066a5b35ab3
females and immatures asian koel|blackish brown|Female and immature Asian Koels are blackish brown.|c7c2e35ced864e8a98d73066a5b35ab3
females and immatures asian koel|white dots on the wings|Female and immature Asian Koels have white dots on their wings.|c7c2e35ced864e8a98d73066a5b35ab3
females and immatures asian koel|strong streaking on head and throat|Female and immature Asian Koels have strong streaking on their head and throat.|c7c2e35ced864e8a98d73066a5b35ab3
adults asian koel|ruby-red eyes|Adult Asian Koels have ruby-red eyes.|c7c2e35ced864e8a98d73066a5b35ab3
females|lay eggs in the nests of other large birds|Female Asian Koels lay eggs in the nests of other large birds, including crows, shrikes, and starlings.|c7c2e35ced864e8a98d73066a5b35ab3
adult males asian koel|loud, persistent ‘ko-el!’|The song of an adult male Asian Koel is a loud, persistent ‘ko-EL!’ similar to a peacock’s call.|c7c2e35ced864e8a98d73066a5b35ab3
gray-throated martin|species|The Gray-throated Martin is a species of bird.|fb37575b3980431ebdecaa415ea5aeb5
gray-throated martin|small gray-brown swallow|The Gray-throated Martin is a small, gray-brown swallow.|fb37575b3980431ebdecaa415ea5aeb5
gray-throated martin|pale white underparts|The underside of the Gray-throated Martin is pale white.|fb37575b3980431ebdecaa415ea5aeb5
gray-throated martin|gray-brown chin, throat, and upper breast|The Gray-throated Martin has a gray-brown chin, throat, and upper breast.|fb37575b3980431ebdecaa415ea5aeb5
gray-throated martin|does not show any kind of breast band|The Gray-throated Martin does not have a visible breast band.|fb37575b3980431ebdecaa415ea5aeb5
tail|gray-throated martin|The tail of the Gray-throated Martin is short, square-ended or sometimes marginally forked.|fb37575b3980431ebdecaa415ea5aeb5
location|slow-flowing rivers, lakes, wet grasslands, and other wetland habitats|The Gray-throated Martin is mainly found in slow-flowing rivers, lakes, wet grasslands, and other wetland habitats.|fb37575b3980431ebdecaa415ea5aeb5
gray-throated martin|mostly seen in the air|The Gray-throated Martin is often seen flying or in flight.|fb37575b3980431ebdecaa415ea5aeb5
location|wires|The Gray-throated Martin can be seen sitting on wires.|fb37575b3980431ebdecaa415ea5aeb5
location|on the ground or on cliffs while breeding|During its breeding period, the Gray-throated Martin may be seen on the ground or on cliffs.|fb37575b3980431ebdecaa415ea5aeb5
red-crested pochard|species|The Red-crested Pochard is a species of duck.|08904fb4c86d42a7a50efd8ea0edc579
red-crested pochard|diving duck|The Red-crested Pochard is a diving duck, which means it submerges to find food underwater.|08904fb4c86d42a7a50efd8ea0edc579
red-crested pochard|larger lakes and reservoirs|The Red-crested Pochard inhabits larger lakes and reservoirs.|08904fb4c86d42a7a50efd8ea0edc579
red-crested pochard|fringing reeds|The Red-crested Pochard is often found near fringing reeds.|08904fb4c86d42a7a50efd8ea0edc579
male (red-crested pochard)|striking and unmistakable|The male Red-crested Pochard is striking and unmistakable due to its large, rounded, rusty-orange head, long red bill, and black breast.|08904fb4c86d42a7a50efd8ea0edc579
female (red-crested pochard)|drab|The female Red-crested Pochard is rather drab in appearance.|08904fb4c86d42a7a50efd8ea0edc579
female (red-crested pochard)|distinctive|Despite being drab, the female Red-crested Pochard is still distinctive due to its dirty buff overall, pale cheeks, dark face, and rounded brown cap.|08904fb4c86d42a7a50efd8ea0edc579
in flight (red-crest pochard)|thick white wing stripe|When in flight, both sexes of the Red-crested Pochard show a thick white wing stripe.|08904fb4c86d42a7a50efd8ea0edc579
in flight (red-crest pochard)|whitish underwings|When in flight, both sexes of the Red-crested Pochard also show whitish underwings.|08904fb4c86d42a7a50efd8ea0edc579
red-crested pochard|waterfowl collection|The Red-crested Pochard is a common feature of waterfowl collections in European town and city parks.|08904fb4c86d42a7a50efd8ea0edc579
tufted duck|species|The Tufted Duck is a species of duck.|8463bd97d5d1462b916197af051d89a2
tufted duck|wetlands|The Tufted Duck is common in wetlands such as marshy and reed-fringed lakes, open reservoirs, and during winter, on the sea.|8463bd97d5d1462b916197af051d89a2
tufted duck|open reservoirs|The Tufted Duck is common in open reservoirs.|8463bd97d5d1462b916197af051d89a2
tufted duck|marshy lakes|The Tufted Duck is common in marshy lakes.|8463bd97d5d1462b916197af051d89a2
tufted duck|reed-fringed lakes|The Tufted Duck is common in reed-fringed lakes.|8463bd97d5d1462b916197af051d89a2
tufted duck|sea|During winter, the Tufted Duck can be found on the sea.|8463bd97d5d1462b916197af051d89a2
tufted duck|lakes (freezing)|During winter, when lakes freeze, the Tufted Duck might move to the sea.|8463bd97d5d1462b916197af051d89a2
male tufted duck|tufted duck|The Male Tufted Duck is a distinctive sub-species of the Tufted Duck.|8463bd97d5d1462b916197af051d89a2
male tufted duck|black overall|The male Tufted Duck has black overall coloration.|8463bd97d5d1462b916197af051d89a2
male tufted duck|bright white flanks|The male Tufted Duck has bright white flanks.|8463bd97d5d1462b916197af051d89a2
male tufted duck|floppy crest|The male Tufted Duck has a floppy crest.|8463bd97d5d1462b916197af051d89a2
male tufted duck|white flanks (whiter than scaup)|The white flanks of the male Tufted Duck are whiter than those of the scaup.|8463bd97d5d1462b916197af051d89a2
female tufted duck|tufted duck|The Female Tufted Duck is a sub-species of the Tufted Duck.|8463bd97d5d1462b916197af051d89a2
female tufted duck|dark brown overall|The female Tufted Duck has dark brown overall coloration.|8463bd97d5d1462b916197af051d89a2
female tufted duck|short crest|The female Tufted Duck has a short crest.|8463bd97d5d1462b916197af051d89a2
female tufted duck|paler flanks|The female Tufted Duck has paler flanks compared to the male.|8463bd97d5d1462b916197af051d89a2
female tufted duck|golden-yellow eyes|The female Tufted Duck has staring golden-yellow eyes.|8463bd97d5d1462b916197af051d89a2
female tufted duck|messy white patch at base of bill|The female Tufted Duck often has a messy white patch at the base of its bill.|8463bd97d5d1462b916197af051d89a2
female tufted duck|darker than scaup|Even nearly tuftless females are darker than scaup.|8463bd97d5d1462b916197af051d89a2
female tufted duck|limited white patch on face|The limited white patch on the face of the female Tufted Duck is less than that of the scaup.|8463bd97d5d1462b916197af051d89a2
tufted duck|scaup|The Tufted Duck is often found among flocks of scaup.|8463bd97d5d1462b916197af051d89a2
tufted duck|vagrants to north america|Rare winter vagrants to North America are usually found singly among flocks of scaup.|8463bd97d5d1462b916197af051d89a2
tufted duck|blackish back|The Tufted Duck always shows a very dark blackish back compared to the scaup.|8463bd97d5d1462b916197af051d89a2
tufted duck|tuftless females|Even nearly tuftless females of the Tufted Duck are darker than scaup with more limited white patch on face.|8463bd97d5d1462b916197af051d89a2
tufted duck|diving|The Tufted Duck feeds by diving.|8463bd97d5d1462b916197af051d89a2
tufted duck|feeding|The Tufted Duck feeds on its diet, which is not specified in the text.|8463bd97d5d1462b916197af051d89a2
tufted duck|diet|The diet of the Tufted Duck is not specified in the text.|8463bd97d5d1462b916197af051d89a2
oriental turtle-dove|dove|The Oriental Turtle-Dove is a type of dove.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|rufous-scaled scapulars|The Oriental Turtle-Dove has rufous-scaled scapulars.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|wing coverts|The Oriental Turtle-Dove has wing coverts.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|dusky underparts|The underside of the Oriental Turtle-Dove is dusky in color.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|black-and-white striped patch|The side of the Oriental Turtle-Dove's neck has a black-and-white striped patch.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|silver-tipped feathers|The silver-tipped feathers are part of the black-and-white striped patch on the side of the Oriental Turtle-Dove's neck.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|considerable variation in plumage|There is a considerable variation in the plumage of different subspecies of Oriental Turtle-Dove.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|resident|The southernmost populations of Oriental Turtle-Dove are resident.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|migrate down south during winter|The other populations of Oriental Turtle-Dove migrate down south during the winter.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|open lowland woods and copses with rich undergrowth|The Oriental Turtle-Dove breeds in open lowland woods and copses with rich undergrowth.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|shy|The Oriental Turtle-Dove is rather shy.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|tree canopy|The Oriental Turtle-Dove keeps well hidden in the tree canopy.|3f29c3f212464b70a5cb2af2c97f7d6f
oriental turtle-dove|two hoarse notes followed by two clear notes 'hr-hr oo-oo'|The call of the Oriental Turtle-Dove consists of two hoarse notes followed by two clear notes, 'hr-hr oo-oo'.|3f29c3f212464b70a5cb2af2c97f7d6f
